filename,chroma_stft,spec_cent,spec_bw,rmse,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,raga
bageshree29.wav-9,0.29891807,2768.021295345946,3565.8187125245563,0.04851313,-338.47214,109.85222,-35.527966,31.187626,1.6266984,-5.9854417,3.1492214,-0.92393506,-8.918271,3.0806367,2.8172045,1.1175963,-1.0037498,-9.042964,-10.718794,5.2522287,3.6589515,-10.566761,-7.1766133,0.8928097,bageshree
bageshree29.wav-10,0.37040484,3032.64659370187,4156.129116350298,0.036558125,-375.12424,102.87007,-19.080599,36.757454,21.952944,8.379189,2.0057712,3.432373,-2.853749,0.36682925,1.8392075,3.218659,2.0980997,-4.2978106,-8.380652,1.0465555,3.3217185,-3.9090254,-8.283687,1.14226,bageshree
bageshree30.wav-1,0.34275767,2975.507094781591,3764.5823845581153,0.047689583,-340.13815,111.79172,-31.979025,30.66963,17.32288,0.8304856,-6.3855467,7.9221926,-3.5128384,-2.4421387,3.0428123,3.2099936,0.17021891,-5.034258,-6.833445,-3.18811,2.779233,-2.8598142,-11.93179,3.1685822,bageshree
bageshree30.wav-2,0.34623727,2954.1176319716856,3697.256609916181,0.04984992,-332.35263,109.56468,-35.074615,36.138332,15.688883,0.48413745,-6.0408044,6.3796525,-3.0957212,-2.9455974,3.9766827,2.8976188,-1.0016036,-6.3324404,-6.683744,-0.7227208,1.3938707,-2.5179956,-9.47899,2.3430252,bageshree
bageshree30.wav-3,0.3300214,2423.790581276702,3556.613414876256,0.056119375,-329.40356,124.39551,-22.094166,22.148922,-2.2185767,2.0241683,3.3945608,14.819289,1.0365568,-4.039244,6.8538065,6.068445,-4.107131,-8.940083,-5.2018538,-3.226661,-4.4958797,-2.3462334,-8.285838,-2.2202299,bageshree
bageshree30.wav-4,0.34506735,2919.4093844148683,3617.239737838547,0.04980402,-327.10062,108.4235,-34.96243,40.61093,19.260614,3.7444499,-8.493786,3.0765746,-3.4748511,-1.9678595,4.1599035,4.1372404,-0.71976113,-7.5414605,-5.9223404,0.77827924,2.8163233,-2.4131892,-10.290185,2.9976268,bageshree
bageshree30.wav-5,0.28354827,3009.6557336571777,3276.021391801885,0.07524873,-290.86493,92.23853,-55.21803,47.076313,5.830026,-1.3089918,-6.468221,-0.7027779,-5.7709293,-0.8481351,0.23526582,1.0813121,-0.56569606,-6.0909605,-11.320852,-2.196973,1.3377273,-5.2504272,-8.97352,3.2544336,bageshree
bageshree30.wav-6,0.2894109,2954.419828008664,3260.1162515573124,0.078203484,-292.38223,91.68773,-57.877914,43.02901,2.3384352,-2.4370172,-8.664692,-1.931508,-2.4716399,-1.5348451,-0.91125625,1.6737568,-1.432625,-6.9880657,-10.426351,-1.8800743,1.1875904,-4.7159142,-7.911922,1.9167198,bageshree
bageshree30.wav-7,0.31159446,2696.5316254941777,3415.2505048590283,0.05959469,-316.93185,112.634834,-36.794598,33.659634,7.4264855,1.5196614,-10.010943,3.0756748,-3.7526193,-5.3422656,6.0261927,4.172158,-3.6845593,-9.230835,-6.8643703,0.12154018,4.022669,-2.360261,-11.038798,-0.1182127,bageshree
bageshree30.wav-8,0.34540233,2699.779940305953,3591.9215243743733,0.04877774,-337.03503,115.41292,-31.011806,33.405407,17.152391,3.7163298,-6.0581975,0.2629445,-4.503197,-2.0749056,4.0084157,3.5270276,-1.5415,-7.5004025,-8.671563,1.766165,4.570316,-3.2492557,-9.865342,2.3962746,bageshree
bageshree30.wav-9,0.3033979,2641.3508845006004,3381.453969174589,0.05859432,-325.01108,114.35714,-41.016907,32.53455,3.8866432,-5.820577,-1.1603409,0.321803,-8.951823,-1.2503141,5.7011538,2.456207,-2.465551,-9.276899,-9.96175,2.8054047,4.2065644,-6.6157513,-8.68649,1.0134196,bageshree
bageshree30.wav-10,0.4285022,3446.683370761733,4457.786319402318,0.026486183,-388.91537,107.25928,-14.893897,27.823505,25.975687,9.524022,-0.9556451,5.7819786,0.70747554,-1.3307834,1.647888,6.154426,3.3121908,-2.147415,-5.2973976,0.19358705,3.2388704,-0.26030406,-6.1002254,2.2811224,bageshree
bageshree31.wav-1,0.36442673,3037.1185460466604,3823.7640697346874,0.04739445,-340.486,108.89169,-32.08341,33.3822,16.86105,1.4719143,-6.022647,6.078319,-3.9016445,-3.002366,4.036374,4.436377,-0.48548162,-5.8049955,-5.707725,-1.0736914,3.2157254,-2.1831255,-10.576893,3.4502876,bageshree
bageshree31.wav-2,0.32044768,2652.2649026951062,3702.147121673918,0.047968883,-337.27386,115.15554,-23.623087,36.461746,14.757531,3.482877,-7.38492,2.1938946,-3.5724564,-3.3972366,3.4595983,7.5475326,-1.9577775,-9.787561,-5.441427,1.2021394,0.14773484,-5.3216,-6.7328916,1.2170935,bageshree
bageshree31.wav-3,0.32972556,2613.0491310680027,3475.9336046226144,0.06048169,-319.81467,115.77805,-33.766167,29.48261,-0.9086485,-1.9772784,-1.0873291,6.871215,-3.1501985,-1.9233736,5.267863,7.469088,-1.9967787,-9.160108,-4.871705,-2.3944638,-1.7835158,-3.0823565,-9.994291,-1.1545286,bageshree
bageshree31.wav-4,0.3222065,2969.56535120848,3436.4302919496185,0.057382226,-315.46182,99.000916,-44.72887,48.77505,21.452274,2.0028756,-10.512739,3.9122975,-5.4960456,-4.0804725,1.581059,1.2938895,0.22605802,-3.0390646,-7.2204733,-3.5623348,1.1044116,-2.1731656,-11.055336,2.610513,bageshree
bageshree31.wav-5,0.28714854,3001.141695373828,3284.3890351483365,0.07626542,-295.31604,92.56967,-54.265045,45.10337,9.452064,-0.76669204,-7.8934026,2.2988505,-9.097059,-0.9932595,2.001579,-0.055563174,-0.3763812,-5.8357263,-10.246097,-1.5651423,0.27456352,-4.7951493,-10.1015215,1.0534241,bageshree
bageshree31.wav-6,0.30764315,2877.7903401895555,3247.21056992223,0.06953754,-297.38324,101.79547,-51.63632,46.65223,11.079803,-4.101313,-12.233074,4.5884843,-2.983637,-4.4892535,4.9472504,4.249828,-2.8517327,-6.2664394,-8.242755,-2.0023286,1.4416124,0.43895498,-7.175608,-1.8039334,bageshree
bageshree31.wav-7,0.3212255,2706.761413465384,3606.043053469928,0.05085713,-331.31534,114.1372,-30.65193,35.367798,14.626783,1.8796762,-7.7211385,4.79696,-3.9235458,-3.1751647,3.9815688,4.4871864,-0.96630985,-7.630696,-5.772886,-1.7749422,3.0880566,-1.1093827,-10.465857,1.1749144,bageshree
bageshree31.wav-8,0.33907643,2737.681354247769,3599.6910454206736,0.051760983,-333.99863,113.06244,-31.853617,35.154186,14.336073,-0.36491483,-6.0624204,4.338687,-5.583579,-1.0717795,3.481724,2.5748568,-0.47467634,-7.936028,-7.362984,0.4308633,3.897069,-3.531015,-9.184444,2.1566722,bageshree
bageshree31.wav-9,0.31415513,2637.2211691848083,3499.771549590055,0.056466848,-336.8543,111.13728,-33.894222,30.45749,5.8930626,-5.3369703,-5.380236,0.82039624,-9.960926,1.6415061,7.8890405,3.620587,-5.0389924,-11.042419,-7.207494,0.85283697,4.8824773,-5.36986,-10.279768,-1.9276172,bageshree
bageshree31.wav-10,0.39482236,3157.2841253382494,4220.433542678109,0.03570459,-374.4971,109.07404,-14.634826,34.11925,23.98096,6.807718,-4.615381,3.851974,-4.3544593,-3.4075153,3.8162518,6.425398,0.5398455,-5.049644,-5.505398,-0.8936475,3.8900862,0.275326,-7.5987105,1.1840556,bageshree
Bhairavi01.wav-1,0.43340093,1912.605544917316,3101.13189975965,0.16152143,-169.32271,183.22073,-25.671625,-28.598043,-15.268173,-4.243052,10.804024,-1.2401332,7.6884174,-0.2596687,-5.037843,12.825857,14.9148655,-6.9122486,-9.785403,3.6042216,2.5576684,-3.7716713,-3.820538,-6.856314,Bhairavi
Bhairavi01.wav-2,0.39393458,1992.5406665821797,3242.097175615525,0.14772393,-178.96997,177.00652,-25.151527,-27.872763,-16.603237,-8.165833,7.0400543,-4.35266,8.941411,-0.48311737,-8.799418,14.235733,13.708609,-9.220662,-6.768528,5.8461833,5.554432,-2.7080405,-4.530578,-5.7034345,Bhairavi
Bhairavi01.wav-3,0.4083354,1846.8411368221923,3020.463079768594,0.1857821,-159.32681,186.86032,-22.474825,-15.854449,-4.498868,0.2213754,7.3561254,-5.5019403,7.493485,-3.8287718,-11.680457,10.785141,9.266809,-11.678544,-8.673707,0.61189646,1.3133718,-2.6003165,0.10433312,-0.59590447,Bhairavi
Bhairavi01.wav-4,0.3853828,1564.4650573901256,2723.1542100713764,0.24712834,-147.38626,199.07391,-15.104399,-8.182124,3.1404388,0.7597386,3.3915648,-8.53958,3.8468137,-5.200328,-13.825867,5.20804,2.8762755,-16.448015,-10.687024,-2.9609618,-1.7218322,-3.0848486,0.9405134,2.034766,Bhairavi
Bhairavi01.wav-5,0.38268977,1566.8743337951023,2797.620896975348,0.23297672,-154.31337,198.54424,-9.975545,-8.802255,-1.6738422,-1.2067747,8.24311,-6.996582,-0.61016613,-7.1689186,-12.624621,5.532546,2.1844206,-16.065067,-8.947497,-1.5617468,-3.2505553,-5.5316424,0.10715436,2.38478,Bhairavi
Bhairavi01.wav-6,0.33092225,1558.6008551712505,2716.7443593426524,0.27559644,-144.47243,197.0976,-11.941776,-6.913934,-4.624549,0.69746494,8.243295,-8.695821,1.5230298,-5.1430907,-13.108538,6.2031307,3.9931772,-14.564363,-9.48058,-2.308782,-0.09792629,-3.8372943,-1.1935121,3.378306,Bhairavi
Bhairavi01.wav-7,0.32948738,1547.0069664106632,2727.047670269371,0.2747402,-147.05827,196.66068,-11.204351,-8.584322,-6.496227,0.37386146,6.989336,-11.144033,-0.27439117,-5.941627,-13.15695,5.8602724,3.6714573,-15.505699,-11.1706915,-5.075703,-1.931166,-4.634136,-1.8707014,4.496251,Bhairavi
Bhairavi01.wav-8,0.3274439,1527.4278771403588,2775.6982738164334,0.26539513,-154.47198,194.9627,-6.7266574,-7.7625213,-9.1970415,-0.7181139,8.996856,-11.538841,-4.446818,-8.192289,-12.276297,5.6099954,2.9675586,-14.795616,-11.340529,-5.587082,-1.395846,-4.254252,-1.9633421,4.0216637,Bhairavi
Bhairavi01.wav-9,0.37388742,1569.938037841428,2769.301720107036,0.23893414,-150.7067,199.11096,-12.627831,-10.026128,1.7758405,3.176781,6.4273133,-9.313857,0.0069582975,-4.327411,-11.089519,4.2008915,2.9558141,-15.232049,-11.508582,-4.5364933,-2.1676762,-2.39734,1.1914748,3.1714299,Bhairavi
Bhairavi01.wav-10,0.39370754,1701.5806057619973,2927.943854896632,0.21570288,-158.31017,191.88959,-17.195795,-10.1343,5.5502605,4.1497264,4.782792,-7.464212,5.5742397,-3.9842231,-12.488951,6.5309587,4.3034115,-15.170808,-9.463769,-0.42742836,-1.162901,-3.1164203,2.225611,1.5845283,Bhairavi
Bhairavi02.wav-1,0.35911638,2039.8715591605344,3319.957216149583,0.1701474,-183.32796,174.7959,-20.972773,-26.275076,-16.758665,-5.208182,8.343592,-4.944965,8.095901,-2.133047,-11.263313,15.820915,16.5041,-11.5599985,-7.060327,5.545436,0.65377563,-6.24985,-4.8831263,-1.0811892,Bhairavi
Bhairavi02.wav-2,0.3598885,1990.9022480077776,3172.2157034020424,0.20016561,-172.96205,173.18178,-24.979235,-24.804049,-19.765789,-3.9863062,11.462972,-5.823039,5.739855,-3.2890487,-10.323031,16.916777,13.766727,-13.132476,-8.45792,2.4350698,1.3993486,-4.768825,-4.3745475,-0.6638098,Bhairavi
Bhairavi02.wav-3,0.406817,1818.8829465811336,3034.189479843583,0.20038243,-159.75383,188.78094,-19.062658,-13.339159,0.58000064,2.484938,6.816345,-7.3581457,2.359266,-4.576158,-9.974969,10.364705,6.4591575,-14.926119,-7.348354,0.89033717,-1.2213323,-3.3482437,-0.17949975,0.26027068,Bhairavi
Bhairavi02.wav-4,0.3914062,1578.094146337592,2726.925792029723,0.24327941,-144.62634,199.72482,-16.673845,-7.5146494,6.954751,5.66413,3.9555576,-11.226671,2.3732078,-4.7259583,-12.381736,7.295807,3.408324,-16.118141,-8.535602,-2.3172414,-1.6479741,-2.8666754,-0.40004316,1.1500404,Bhairavi
Bhairavi02.wav-5,0.3712593,1564.363748802048,2826.1614365953174,0.2232036,-157.41978,198.66878,-9.847586,-9.888497,-0.084010616,0.59167457,6.5875134,-11.86419,-3.5012772,-8.090819,-12.941556,5.8258605,3.238002,-14.818935,-8.565164,-1.5865488,-2.1501262,-3.8022792,-0.72726303,0.6517178,Bhairavi
Bhairavi02.wav-6,0.32545093,1552.1787043448387,2730.89991875197,0.27930185,-146.96646,194.95981,-13.165145,-6.706169,-2.5848444,2.1378648,6.031354,-14.457963,-2.0945697,-5.385656,-12.355293,6.600156,3.1566825,-14.289495,-8.726401,-4.808781,-0.52730346,-3.053157,-4.727491,1.6535295,Bhairavi
Bhairavi02.wav-7,0.33237186,1662.491231539452,2765.4038284926232,0.2985331,-137.62563,190.96103,-16.540726,-4.509365,-3.4674876,4.774994,6.4684224,-15.29241,-0.8349742,-3.3455577,-11.281127,6.275787,4.293143,-11.742412,-8.191734,-5.6270614,-0.30345246,-2.6732676,-5.0586963,1.3125607,Bhairavi
Bhairavi02.wav-8,0.34808975,1581.5705713555576,2796.655054047309,0.2596485,-150.13225,194.90616,-10.644034,-6.5703773,-2.6882908,3.762676,6.919311,-14.681442,-3.0849264,-5.265295,-12.455164,4.414894,2.2876472,-13.685163,-9.698007,-5.2576776,-0.19143616,-3.29583,-4.080419,1.1413249,Bhairavi
Bhairavi02.wav-9,0.39339745,1582.9601988254678,2723.2282910755544,0.23688474,-146.02415,200.82811,-17.414934,-10.141389,7.0182567,5.5306783,2.9131112,-14.180776,0.60018617,-2.6990597,-11.832853,4.3540854,3.0032573,-14.86845,-9.107306,-1.1560575,-0.73545474,-4.7620263,-0.8122217,2.5859556,Bhairavi
Bhairavi02.wav-10,0.39732504,1775.1207376809466,2971.5251088974555,0.21423048,-158.5619,188.71477,-20.538095,-11.498418,4.9480247,4.583309,3.6929479,-11.336411,4.513801,-0.3232933,-11.646213,5.2516794,5.657795,-14.399265,-10.308973,-0.9719295,-1.3154954,-4.454267,-0.5148193,0.9993371,Bhairavi
Bhairavi03.wav-1,0.45176578,1892.298832235544,2890.558171770537,0.17676295,-150.91754,186.11249,-37.97454,-25.412565,-14.219241,-7.504517,13.333115,-2.654163,3.3139777,0.9056594,-2.470386,10.141047,10.878359,-6.511556,-6.6135197,1.7856262,-0.96443003,-3.7837029,-3.766444,-4.1204014,Bhairavi
Bhairavi03.wav-2,0.3763325,2011.1947251585052,3051.3766588813182,0.18055974,-160.10889,175.99115,-39.365105,-24.789488,-13.4288435,-4.611129,12.536589,-8.20648,1.7327161,0.72331774,-4.6956096,10.546319,6.357208,-8.9687395,-5.742662,0.67933697,3.3722374,-2.4673676,-3.8746397,-0.6603796,Bhairavi
Bhairavi03.wav-3,0.4335544,1705.502261995385,2786.5822902991317,0.2156769,-144.14485,193.7529,-26.934044,-13.126976,-3.4060552,-0.48366293,14.337506,-7.132677,-4.7189646,-3.0184908,-5.914451,4.2319193,0.54981863,-12.625107,-8.531131,-2.8461556,0.32841367,-0.43814415,1.8460655,-0.6238739,Bhairavi
Bhairavi03.wav-4,0.4332906,1616.1437013148793,2634.033374524966,0.24776013,-131.48753,199.69519,-26.99227,-9.039353,-0.22163416,-0.58919704,10.150093,-9.209479,-1.9886805,-4.5892425,-13.34199,1.2173581,1.0311729,-14.186411,-9.92351,-1.1296232,3.020091,-1.6242743,-2.8568554,-3.7761738,Bhairavi
Bhairavi03.wav-5,0.41352236,1613.7656966370814,2610.083618546721,0.25550926,-130.17099,200.2035,-26.308004,-9.474741,-4.3458347,-1.0954041,12.876363,-10.172582,-4.3461485,-5.661423,-14.167078,1.0756046,1.8879092,-14.203997,-9.965246,-0.665251,2.1043901,-1.5713459,-3.1758606,-4.233877,Bhairavi
Bhairavi03.wav-6,0.34755498,1622.5554665063926,2592.327998660588,0.30683696,-123.7018,195.58633,-26.741667,-9.025976,-8.222555,-1.2032633,10.011563,-11.882661,-7.439455,-6.639504,-11.143117,3.036402,1.8662568,-15.647253,-11.035447,-0.8625895,4.475105,-0.30339903,-3.5691764,-1.7781243,Bhairavi
Bhairavi03.wav-7,0.33572116,1647.244234008441,2624.461012736402,0.30909,-124.06306,192.87328,-27.640072,-6.9012012,-9.181702,-0.81094295,10.702867,-14.371329,-7.102085,-5.0878706,-9.998592,3.9900267,1.2590576,-14.803963,-10.124809,-3.3325496,2.6860394,-0.9230891,-3.9839425,-0.47750476,Bhairavi
Bhairavi03.wav-8,0.3921029,1577.0440891637547,2672.2580382989768,0.25092,-137.55057,198.87209,-20.353037,-6.5305142,-2.6774287,0.48737285,11.488469,-14.872765,-9.160893,-3.9298272,-7.9866323,3.7054248,-0.81892854,-17.170073,-8.527646,0.043360334,0.85226566,-4.4363694,-4.344835,-0.6862301,Bhairavi
Bhairavi03.wav-9,0.42043844,1597.8406850812628,2671.6094106579344,0.24560274,-136.27698,199.77576,-24.550638,-6.804434,4.1049805,0.68194044,7.6680613,-13.4709425,-5.26303,-3.0080917,-7.09897,4.405305,-3.300164,-17.583517,-6.052749,0.2508618,-1.6582565,-4.0563583,-1.9002452,-2.1654234,Bhairavi
Bhairavi03.wav-10,0.41288054,1745.7058030260937,2694.9106420182434,0.24434681,-127.14663,192.5264,-34.456562,-7.920143,0.3323282,1.7258936,10.969926,-4.679726,1.5656053,-3.9620252,-11.388745,5.1540008,1.8189328,-16.065382,-7.677642,0.2374609,0.026352596,-2.6000314,0.7869909,-0.17212737,Bhairavi
Bhairavi04.wav-1,0.4271871,2013.964719876333,3299.068026452122,0.14326634,-184.32483,177.05379,-21.312017,-27.485157,-13.61761,-3.7515738,9.664218,-3.1903563,7.0968175,-1.1893215,-6.3817053,16.178152,13.898346,-11.731625,-5.437586,6.1547484,-3.530669,-9.802894,-4.461968,-1.05152,Bhairavi
Bhairavi04.wav-2,0.35686767,2023.252470618551,3230.4739913548747,0.17856906,-184.37257,172.48688,-25.87214,-31.79887,-18.478771,-2.2713635,8.7574,-13.692894,2.5773444,-0.14547442,-9.407045,16.58602,13.299997,-14.237145,-6.872428,3.5138497,-1.1959428,-7.360385,-5.3596797,1.7395221,Bhairavi
Bhairavi04.wav-3,0.39021367,1948.6011166740811,3206.89345087994,0.17210358,-176.22713,178.6862,-22.255795,-21.28663,-6.5794473,-0.25733414,6.4541516,-10.324134,2.8685853,-1.392064,-7.594713,12.378896,6.9030414,-12.2973995,-3.2534542,2.8653853,-1.5967122,-5.67438,-0.6317414,1.2000685,Bhairavi
Bhairavi04.wav-4,0.40034592,1601.530673284534,2730.841704471767,0.23830132,-146.1382,199.50935,-19.2142,-8.446299,8.935745,3.9189804,1.0423758,-15.90141,-0.94987124,-4.946627,-14.081704,4.066488,2.0313544,-15.74526,-6.8701973,0.54618955,-0.3814083,-2.4362524,-0.8753266,-0.36669916,Bhairavi
Bhairavi04.wav-5,0.36964127,1531.0423390083783,2763.30162919523,0.23059711,-155.16739,201.77951,-9.824693,-12.568039,1.1812313,2.60193,6.553518,-14.15957,-5.3227186,-5.648098,-13.384575,2.402063,0.59502023,-16.53591,-6.9486346,1.8673897,0.71926916,-2.750519,-0.23898719,1.774359,Bhairavi
Bhairavi04.wav-6,0.33662027,1537.1481193553157,2675.1634475573865,0.28325468,-147.74484,198.21956,-12.899443,-11.207888,-3.9088063,1.6913743,6.75272,-14.631048,-5.7557483,-8.330897,-13.873341,5.408168,3.6279926,-15.334077,-9.323914,-0.4946674,1.8758477,-4.3302693,-4.0323772,2.033202,Bhairavi
Bhairavi04.wav-7,0.3513062,1641.5272814849086,2752.906002126208,0.27866888,-141.38162,192.83504,-16.848324,-8.137459,-4.2780905,3.3469706,5.8805227,-17.456696,-5.9731884,-5.7838593,-13.094454,3.105495,1.9620752,-14.706104,-9.820322,-2.7752788,1.5940937,-2.1866128,-3.4010355,1.7395107,Bhairavi
Bhairavi04.wav-8,0.372441,1557.9749423654362,2791.6476905222166,0.23645179,-153.91591,197.58592,-9.967738,-9.197289,-2.4678676,2.7801504,8.213489,-15.529428,-7.5171347,-6.7748895,-13.269273,2.1040392,1.1982116,-14.751349,-6.4866934,-1.6750392,-1.3716218,-3.15894,-1.7267306,2.5074897,Bhairavi
Bhairavi04.wav-9,0.39793268,1621.625838565225,2732.621620216414,0.22957216,-146.58754,198.53024,-20.985107,-9.410958,9.100849,3.2753677,1.1763678,-14.633075,-2.0721998,-6.6963353,-14.710613,3.7399971,1.0474141,-15.198846,-5.433455,-0.35916623,-2.4520059,-3.9775507,1.128197,2.0645564,Bhairavi
Bhairavi04.wav-10,0.40814677,1788.8847352409134,2990.403899680872,0.2040442,-158.50317,189.70412,-21.680395,-13.499158,5.6273923,4.296755,3.7641008,-11.546934,1.1180904,-2.417166,-10.115179,5.600753,1.3701196,-14.642997,-3.673807,1.6416909,-2.8445225,-3.6275716,1.6543628,0.1438196,Bhairavi
Bhairavi05.wav-1,0.38017467,2097.5323604747878,3430.5887120895973,0.1584866,-190.1762,171.62321,-18.081491,-24.012796,-15.066921,-5.356559,8.003724,-3.4743197,9.168799,0.8120955,-6.422519,19.478668,16.704247,-12.979712,-5.3872724,7.4123907,-0.9080704,-8.090237,-6.7791243,-4.5046453,Bhairavi
Bhairavi05.wav-2,0.32422477,2067.0059176797104,3295.0493821749665,0.18211715,-185.0848,169.50508,-23.457598,-26.169542,-18.581875,-3.0503292,11.293731,-8.327986,4.8919716,-0.39873475,-8.376942,19.517176,15.999402,-12.460138,-4.75586,3.621436,-1.8456036,-6.985628,-5.824156,-2.9483206,Bhairavi
Bhairavi05.wav-3,0.39769867,1891.084332083631,3123.559928883998,0.18522167,-166.97145,183.55539,-20.458517,-14.040734,0.9588761,2.9669783,5.3624377,-10.753215,2.1390462,-3.5778885,-10.116056,12.10042,6.8109417,-15.237437,-5.828399,2.3071134,-0.9445449,-3.58544,0.40163136,-1.2862368,Bhairavi
Bhairavi05.wav-4,0.3947873,1624.3196364811351,2744.617440597641,0.235792,-145.84372,198.0786,-19.465006,-7.8964357,8.542394,2.283286,0.33987123,-11.873086,1.4541705,-6.732668,-15.223044,6.3393292,3.496628,-15.310017,-6.895773,-0.18546689,-0.15532686,-2.3336215,-0.369645,-1.6533878,Bhairavi
Bhairavi05.wav-5,0.3976353,1563.7659308075135,2708.856576669624,0.23562866,-145.68025,201.38652,-15.93406,-11.158486,1.1958421,3.02823,6.5723147,-14.026414,-2.4304879,-5.2148027,-14.926805,4.3111305,4.3880963,-14.62679,-7.2590504,1.498115,0.2657525,-4.5887327,-2.3527348,-0.15324718,Bhairavi
Bhairavi05.wav-6,0.32704225,1555.1396118631735,2669.133933981642,0.2821811,-143.27583,196.40977,-15.940649,-9.949674,-6.9932466,-0.261278,7.022301,-14.117568,-3.1825464,-8.132916,-16.224752,5.085116,4.7709966,-14.458089,-9.379507,-1.2713257,2.3471167,-3.8574631,-5.063586,0.5235992,Bhairavi
Bhairavi05.wav-7,0.33661425,1613.632669784293,2748.294231440688,0.2746116,-143.34685,194.2869,-15.54998,-7.981308,-3.18417,1.9481866,3.2067983,-16.35504,-2.1624465,-4.185033,-13.364404,3.2204678,2.9409604,-13.0125675,-8.248304,-3.0189672,1.6031482,-2.8043795,-5.118346,0.20736356,Bhairavi
Bhairavi05.wav-8,0.34574345,1596.7593083013978,2800.0924580668466,0.2515589,-150.83403,194.79013,-11.703535,-5.945502,-0.6758879,2.8294547,2.7513826,-18.403517,-2.8000576,-4.1152563,-14.693529,2.1553745,0.5788927,-14.610663,-5.3013678,-1.756332,-0.6857275,-3.476224,-5.1548524,-0.3807673,Bhairavi
Bhairavi05.wav-9,0.3743338,1626.450320435765,2765.946291132377,0.23411797,-147.40804,197.81496,-18.5105,-8.318343,8.6310005,3.513234,-2.3256116,-14.447694,3.4674098,-5.5612955,-15.064456,3.5331097,-1.2194201,-14.680563,-3.246434,0.6646084,-1.5358657,-4.0782294,-1.1925099,-0.122123644,Bhairavi
Bhairavi05.wav-10,0.39526626,1751.5509690032377,2941.42129420954,0.21289362,-155.378,189.41084,-22.029673,-10.448043,8.776784,5.3913236,-0.28208515,-10.506883,6.3418007,-3.4495575,-13.184582,4.146593,-0.9299727,-15.234103,-3.4280136,1.8290932,-2.5929024,-4.9900727,0.775917,-0.21881008,Bhairavi
bhairavi27.wav-1,0.3951512,3312.0379929480723,3979.376538906057,0.046117205,-359.1933,101.30296,-24.746647,35.32221,20.917185,0.5491609,-3.785706,10.2325945,-1.4618305,-0.67424697,3.3743708,1.6472293,-2.4213755,-5.4085565,-8.478842,-2.8095343,2.7494802,-3.5559192,-6.1930285,1.3876712,bhairavi
bhairavi27.wav-2,0.33172178,2661.469842460137,3506.2149508941043,0.06551874,-324.3849,111.65837,-31.784056,37.447983,18.119728,-1.430053,-9.203943,7.5877934,-4.2748566,-3.4323556,5.2513876,1.2057464,-6.7377343,-10.02309,-9.958219,-3.1159754,-2.8367112,-5.0905905,-7.138656,-0.32397017,bhairavi
bhairavi27.wav-3,0.3472987,2930.834244635101,3650.243996166056,0.046886936,-338.84903,106.05612,-31.348597,44.290585,32.37651,3.3815196,-15.489796,5.362899,1.7171541,-4.99339,1.2600942,1.6846265,-2.7889283,-4.9256177,-8.962966,-0.8711554,3.4630108,-4.1603007,-7.6680894,0.27129984,bhairavi
bhairavi27.wav-4,0.32258716,2811.281202384462,3532.3180158286186,0.064398184,-325.9837,102.38481,-39.29328,40.365326,11.804653,-6.4454994,-7.1567407,9.51375,1.3592848,-5.2917414,2.5609956,2.6292408,-5.32774,-8.571709,-12.274688,-1.77611,-2.5316627,-5.770735,-5.6240315,-2.4810357,bhairavi
bhairavi27.wav-5,0.26406717,2715.447972357877,3369.421154776495,0.08435392,-330.7079,99.950386,-38.812588,28.883575,3.9056304,-4.9175997,-9.274368,2.6436899,-1.2403061,-0.02599554,-1.5742897,-3.1816368,-1.8302659,-5.8783684,-16.209774,-2.1268258,-0.114084356,-4.2142224,9.813183,21.91186,bhairavi
bhairavi27.wav-6,0.2911923,2527.60776795058,3514.152357179627,0.057011414,-333.8826,111.06503,-31.199137,36.795227,16.84558,-1.9897254,-9.4528675,3.2686212,-3.2952557,-1.7370006,6.832341,-0.54075897,-6.6874576,-12.293305,-11.695863,1.1928959,-3.628928,-5.721927,-5.2052317,-0.64879364,bhairavi
bhairavi27.wav-7,0.361891,2815.958370120576,3707.546181360464,0.047142506,-342.3555,110.469795,-24.91574,39.830246,26.37251,6.549333,-10.951219,4.257217,1.9894824,-5.1244617,3.2932987,3.7314513,-2.4110258,-5.5648804,-6.382197,-0.36448127,1.1724876,-3.4151652,-8.0836525,0.89847785,bhairavi
bhairavi27.wav-8,0.3165656,2633.80334359534,3447.751712720203,0.06556955,-316.7212,108.0924,-39.311226,39.09017,13.970741,-2.221813,-6.62149,8.111523,1.2478365,-2.0510623,6.5346093,2.6221676,-8.493237,-9.633726,-10.538047,-2.229851,-2.905136,-4.4476986,-6.011815,-2.0751727,bhairavi
bhairavi27.wav-9,0.31912848,2788.7665257668227,3574.2332428666464,0.053502474,-324.5767,107.86917,-37.62805,43.714626,24.828522,1.8136668,-15.649044,2.3997383,-1.6466116,-3.6824288,4.9854865,-0.52630454,-2.1672347,-7.0357413,-9.336583,0.89594126,1.1206635,-6.3497305,-6.4507904,1.3744749,bhairavi
